2025-10-16 05:29:48 | INFO     | auth:115 | 用户尝试登录: admin
2025-10-16 05:29:48 | INFO     | auth:137 | 登录成功: 用户=admin, 角色=admin, ID=admin-001
2025-10-16 05:30:01 | INFO     | auth:164 | 管理员 admin 尝试创建新用户: testteacher
2025-10-16 05:30:01 | INFO     | auth:194 | 新用户创建成功: 用户名=testteacher, 角色=teacher, ID=user-1760628601702
2025-10-16 05:30:31 | INFO     | auth:115 | 用户尝试登录: admin 
2025-10-16 05:30:31 | WARNING  | auth:120 | 登录失败: 用户名或密码错误 - admin 
2025-10-16 05:30:37 | INFO     | auth:115 | 用户尝试登录: admin
2025-10-16 05:30:38 | INFO     | auth:137 | 登录成功: 用户=admin, 角色=admin, ID=admin-001
2025-10-16 05:32:02 | INFO     | auth:115 | 用户尝试登录: admin
2025-10-16 05:32:02 | INFO     | auth:137 | 登录成功: 用户=admin, 角色=admin, ID=admin-001
2025-10-16 05:35:01 | INFO     | auth:115 | 用户尝试登录: admin
2025-10-16 05:35:01 | INFO     | auth:137 | 登录成功: 用户=admin, 角色=admin, ID=admin-001
2025-10-16 05:35:01 | INFO     | auth:164 | 管理员 admin 尝试创建新用户: teacher2
2025-10-16 05:35:02 | INFO     | auth:194 | 新用户创建成功: 用户名=teacher2, 角色=teacher, ID=user-1760628901860
2025-10-16 05:35:02 | INFO     | auth:250 | 用户删除成功: 管理员=admin, 被删除用户=teacher2, ID=user-1760628901860
2025-10-16 05:36:40 | INFO     | auth:164 | 管理员 admin 尝试创建新用户: jlh
2025-10-16 05:36:40 | INFO     | auth:194 | 新用户创建成功: 用户名=jlh, 角色=teacher, ID=user-1760629000249
2025-10-16 05:41:02 | INFO     | auth:115 | 用户尝试登录: admin
2025-10-16 05:41:03 | INFO     | auth:137 | 登录成功: 用户=admin, 角色=admin, ID=admin-001
2025-10-16 05:41:03 | INFO     | auth:164 | 管理员 admin 尝试创建新用户: teacher3
2025-10-16 05:41:03 | INFO     | auth:194 | 新用户创建成功: 用户名=teacher3, 角色=teacher, ID=user-1760629263024
2025-10-16 05:42:38 | INFO     | auth:164 | 管理员 admin 尝试创建新用户: jlhstu
2025-10-16 05:42:38 | INFO     | auth:194 | 新用户创建成功: 用户名=jlhstu, 角色=student, ID=user-1760629358342
2025-10-16 05:46:03 | INFO     | auth:115 | 用户尝试登录: admin
2025-10-16 05:46:03 | INFO     | auth:137 | 登录成功: 用户=admin, 角色=admin, ID=admin-001
2025-10-16 05:46:29 | INFO     | auth:115 | 用户尝试登录: admin
2025-10-16 05:46:29 | INFO     | auth:137 | 登录成功: 用户=admin, 角色=admin, ID=admin-001
2025-10-16 05:46:29 | INFO     | auth:164 | 管理员 admin 尝试创建新用户: student1
2025-10-16 05:46:29 | INFO     | auth:194 | 新用户创建成功: 用户名=student1, 角色=student, ID=user-1760629589741
2025-10-16 05:46:29 | INFO     | students:69 | 管理员 admin 为教师 teacher3 创建学生: 小明
2025-10-16 05:46:29 | INFO     | students:101 | 学生创建成功: 教师ID=user-1760629263024, 学生=小明, ID=1, 课时=10.0h
2025-10-16 05:46:30 | INFO     | auth:115 | 用户尝试登录: teacher3
2025-10-16 05:46:30 | INFO     | auth:137 | 登录成功: 用户=teacher3, 角色=teacher, ID=user-1760629263024
